tempo_relativo_s,modelo,categoria_tarefa,repeticao,cpu_percent,ram_process_mb,ram_system_used_mb,gpu_percent,vram_used_mb,gpu_temperature_c,gpu_power_w
10.0859,qwen2.5-coder:14b,explicacao_tecnica_media,2,60.6,220.05,26243.66,0.0,207.0,65.0,10.14
11.2118,qwen2.5-coder:14b,explicacao_tecnica_media,2,57.7,220.05,26243.4,0.0,207.0,65.0,10.13
12.3298,qwen2.5-coder:14b,explicacao_tecnica_media,2,63.5,220.05,26244.66,0.0,207.0,65.0,10.14
13.4547,qwen2.5-coder:14b,explicacao_tecnica_media,2,58.8,220.05,26244.25,0.0,207.0,65.0,10.14
14.5663,qwen2.5-coder:14b,explicacao_tecnica_media,2,63.3,220.05,26239.93,0.0,207.0,65.0,10.16
15.6843,qwen2.5-coder:14b,explicacao_tecnica_media,2,68.2,220.05,26234.41,0.0,207.0,65.0,10.13
16.8064,qwen2.5-coder:14b,explicacao_tecnica_media,2,65.4,220.05,26247.09,0.0,207.0,65.0,10.11
17.9331,qwen2.5-coder:14b,explicacao_tecnica_media,2,65.9,220.05,26245.85,0.0,207.0,65.0,10.12
19.0462,qwen2.5-coder:14b,explicacao_tecnica_media,2,56.7,220.05,26245.01,0.0,207.0,65.0,10.13
20.1687,qwen2.5-coder:14b,explicacao_tecnica_media,2,61.3,220.05,26244.18,0.0,207.0,65.0,10.15
21.285,qwen2.5-coder:14b,explicacao_tecnica_media,2,69.1,218.13,26242.98,0.0,207.0,65.0,10.15
22.3903,qwen2.5-coder:14b,explicacao_tecnica_media,2,59.7,218.13,26221.06,0.0,207.0,65.0,10.15
23.9264,qwen2.5-coder:14b,explicacao_tecnica_media,2,81.4,218.13,26368.39,0.0,207.0,65.0,10.15
25.1035,qwen2.5-coder:14b,explicacao_tecnica_media,2,83.0,218.13,26421.09,0.0,207.0,65.0,10.13
26.3568,qwen2.5-coder:14b,explicacao_tecnica_media,2,92.0,218.13,26440.11,0.0,207.0,65.0,10.14
27.4786,qwen2.5-coder:14b,explicacao_tecnica_media,2,73.6,218.13,26423.15,0.0,207.0,65.0,10.15
28.6059,qwen2.5-coder:14b,explicacao_tecnica_media,2,62.1,218.13,26429.31,0.0,207.0,65.0,10.15
30.6269,qwen2.5-coder:14b,explicacao_tecnica_media,2,89.1,218.13,26445.82,0.0,207.0,65.0,10.15
31.7721,qwen2.5-coder:14b,explicacao_tecnica_media,2,83.3,218.13,26473.48,0.0,207.0,65.0,10.17
32.9233,qwen2.5-coder:14b,explicacao_tecnica_media,2,73.4,218.13,26471.11,0.0,207.0,65.0,10.16
34.0515,qwen2.5-coder:14b,explicacao_tecnica_media,2,67.7,218.13,26460.82,0.0,207.0,65.0,10.18
35.1736,qwen2.5-coder:14b,explicacao_tecnica_media,2,58.9,218.13,26460.86,0.0,207.0,65.0,10.16
36.3012,qwen2.5-coder:14b,explicacao_tecnica_media,2,64.8,218.13,26453.26,0.0,207.0,65.0,10.18
37.4075,qwen2.5-coder:14b,explicacao_tecnica_media,2,63.0,218.13,26452.34,0.0,207.0,65.0,10.18
38.5276,qwen2.5-coder:14b,explicacao_tecnica_media,2,58.9,218.14,26370.44,0.0,207.0,65.0,10.2
39.6467,qwen2.5-coder:14b,explicacao_tecnica_media,2,66.2,218.14,26372.84,0.0,207.0,66.0,10.2
40.7798,qwen2.5-coder:14b,explicacao_tecnica_media,2,58.9,218.14,26370.57,0.0,207.0,66.0,10.18
0.1009,qwen2.5-coder:14b,explicacao_tecnica_media,3,0.0,218.14,26365.27,0.0,207.0,66.0,10.18
1.2135,qwen2.5-coder:14b,explicacao_tecnica_media,3,30.0,218.16,26354.46,0.0,207.0,65.0,10.19
2.3363,qwen2.5-coder:14b,explicacao_tecnica_media,3,11.8,218.16,26332.38,0.0,207.0,65.0,10.17
3.4445,qwen2.5-coder:14b,explicacao_tecnica_media,3,51.9,218.16,26342.55,0.0,207.0,65.0,10.14
4.5477,qwen2.5-coder:14b,explicacao_tecnica_media,3,61.8,218.16,26343.46,0.0,207.0,65.0,10.14
5.6572,qwen2.5-coder:14b,explicacao_tecnica_media,3,65.9,218.16,26334.73,0.0,207.0,65.0,10.15
6.7698,qwen2.5-coder:14b,explicacao_tecnica_media,3,64.6,218.16,26317.27,0.0,207.0,66.0,10.17
7.8607,qwen2.5-coder:14b,explicacao_tecnica_media,3,58.9,218.16,26314.91,0.0,207.0,66.0,10.19
8.9681,qwen2.5-coder:14b,explicacao_tecnica_media,3,59.9,218.16,26319.85,0.0,207.0,66.0,10.23
10.1179,qwen2.5-coder:14b,explicacao_tecnica_media,3,71.2,218.16,26331.85,0.0,207.0,66.0,10.24
11.2568,qwen2.5-coder:14b,explicacao_tecnica_media,3,66.4,218.16,26343.13,0.0,207.0,66.0,10.23
12.3882,qwen2.5-coder:14b,explicacao_tecnica_media,3,66.4,218.16,26346.54,0.0,207.0,66.0,10.23
13.5095,qwen2.5-coder:14b,explicacao_tecnica_media,3,68.1,218.16,26347.46,0.0,207.0,66.0,10.26
14.6451,qwen2.5-coder:14b,explicacao_tecnica_media,3,65.7,218.16,26343.04,0.0,207.0,66.0,10.26
15.7707,qwen2.5-coder:14b,explicacao_tecnica_media,3,59.3,218.16,26345.25,0.0,207.0,66.0,10.24
16.8963,qwen2.5-coder:14b,explicacao_tecnica_media,3,60.4,218.16,26344.13,0.0,207.0,66.0,10.24
18.0334,qwen2.5-coder:14b,explicacao_tecnica_media,3,66.4,218.16,26340.45,0.0,207.0,66.0,10.24
19.1734,qwen2.5-coder:14b,explicacao_tecnica_media,3,72.4,218.16,26348.61,0.0,207.0,66.0,10.23
20.3283,qwen2.5-coder:14b,explicacao_tecnica_media,3,73.7,218.16,26346.23,0.0,207.0,66.0,10.23
21.4795,qwen2.5-coder:14b,explicacao_tecnica_media,3,72.6,218.16,26345.31,0.0,207.0,66.0,10.23
22.6377,qwen2.5-coder:14b,explicacao_tecnica_media,3,67.3,218.16,26337.59,0.0,207.0,66.0,10.23
23.78,qwen2.5-coder:14b,explicacao_tecnica_media,3,63.4,218.16,26345.21,0.0,207.0,66.0,10.22
24.9118,qwen2.5-coder:14b,explicacao_tecnica_media,3,67.2,218.16,26345.47,0.0,207.0,66.0,10.21
26.043,qwen2.5-coder:14b,explicacao_tecnica_media,3,65.9,218.16,26342.63,0.0,207.0,66.0,10.2
27.1941,qwen2.5-coder:14b,explicacao_tecnica_media,3,59.8,218.16,26339.05,0.0,207.0,66.0,10.2
28.3285,qwen2.5-coder:14b,explicacao_tecnica_media,3,62.2,218.16,26339.18,0.0,207.0,66.0,10.21
29.4786,qwen2.5-coder:14b,explicacao_tecnica_media,3,56.1,218.16,26334.97,0.0,207.0,65.0,10.21
30.6102,qwen2.5-coder:14b,explicacao_tecnica_media,3,60.1,218.16,26338.15,0.0,207.0,65.0,10.21
31.7483,qwen2.5-coder:14b,explicacao_tecnica_media,3,61.7,218.16,26338.37,0.0,207.0,66.0,10.2
32.8776,qwen2.5-coder:14b,explicacao_tecnica_media,3,59.9,218.16,26339.34,0.0,207.0,65.0,10.17
34.1405,qwen2.5-coder:14b,explicacao_tecnica_media,3,62.6,218.16,26352.89,0.0,207.0,65.0,10.16
35.2936,qwen2.5-coder:14b,explicacao_tecnica_media,3,81.7,218.16,26417.43,0.0,207.0,65.0,10.16
36.6893,qwen2.5-coder:14b,explicacao_tecnica_media,3,63.7,218.16,26414.49,0.0,207.0,65.0,10.15
37.8933,qwen2.5-coder:14b,explicacao_tecnica_media,3,70.4,218.16,26415.36,0.0,207.0,65.0,10.12
39.0453,qwen2.5-coder:14b,explicacao_tecnica_media,3,72.2,218.16,26438.38,0.0,207.0,65.0,10.13
40.2139,qwen2.5-coder:14b,explicacao_tecnica_media,3,75.6,218.16,26421.96,0.0,207.0,65.0,10.12
41.3784,qwen2.5-coder:14b,explicacao_tecnica_media,3,74.9,218.17,26411.65,0.0,207.0,65.0,10.14
42.6196,qwen2.5-coder:14b,explicacao_tecnica_media,3,82.8,218.17,26447.06,0.0,207.0,65.0,10.14
43.7999,qwen2.5-coder:14b,explicacao_tecnica_media,3,78.8,218.17,26351.09,0.0,207.0,65.0,10.12
0.0878,qwen2.5-coder:14b,resumo_texto,1,60.4,218.19,26207.69,0.0,207.0,63.0,9.94
1.159,qwen2.5-coder:14b,resumo_texto,1,26.6,218.2,26211.97,0.0,207.0,63.0,9.96
2.2391,qwen2.5-coder:14b,resumo_texto,1,21.9,218.2,26216.52,0.0,207.0,63.0,9.96
3.3468,qwen2.5-coder:14b,resumo_texto,1,55.8,218.2,26251.62,0.0,207.0,63.0,9.95
4.445,qwen2.5-coder:14b,resumo_texto,1,66.6,218.2,26251.61,0.0,207.0,63.0,9.96
5.5406,qwen2.5-coder:14b,resumo_texto,1,55.8,218.2,26240.22,0.0,207.0,63.0,9.98
6.6436,qwen2.5-coder:14b,resumo_texto,1,61.0,218.2,26213.1,0.0,207.0,64.0,10.0
7.7671,qwen2.5-coder:14b,resumo_texto,1,59.2,218.2,26226.63,0.0,207.0,64.0,10.02
8.8941,qwen2.5-coder:14b,resumo_texto,1,63.3,218.2,26228.16,0.0,207.0,64.0,10.05
10.0019,qwen2.5-coder:14b,resumo_texto,1,60.0,218.2,26227.94,0.0,207.0,64.0,10.07
11.1423,qwen2.5-coder:14b,resumo_texto,1,59.6,218.2,26229.61,0.0,207.0,64.0,10.07
12.2705,qwen2.5-coder:14b,resumo_texto,1,58.3,218.2,26232.34,0.0,207.0,64.0,10.06
13.4091,qwen2.5-coder:14b,resumo_texto,1,56.0,218.2,26229.45,0.0,207.0,64.0,10.07
14.5326,qwen2.5-coder:14b,resumo_texto,1,59.6,218.2,26221.46,0.0,207.0,64.0,10.07
15.6571,qwen2.5-coder:14b,resumo_texto,1,60.5,218.2,26234.03,0.0,207.0,64.0,10.09
16.7971,qwen2.5-coder:14b,resumo_texto,1,59.3,218.21,26232.38,0.0,207.0,64.0,10.09
17.9232,qwen2.5-coder:14b,resumo_texto,1,59.5,218.21,26232.86,0.0,207.0,65.0,10.1
19.0481,qwen2.5-coder:14b,resumo_texto,1,58.4,218.21,26230.67,0.0,207.0,65.0,10.09
20.178,qwen2.5-coder:14b,resumo_texto,1,57.0,218.21,26229.37,0.0,207.0,65.0,10.08
21.3059,qwen2.5-coder:14b,resumo_texto,1,63.0,218.21,26244.46,0.0,207.0,65.0,10.11
22.4341,qwen2.5-coder:14b,resumo_texto,1,63.1,218.21,26250.76,0.0,207.0,65.0,10.13
23.5485,qwen2.5-coder:14b,resumo_texto,1,61.2,218.21,26250.5,0.0,207.0,65.0,10.12
24.6722,qwen2.5-coder:14b,resumo_texto,1,59.1,218.21,26249.88,0.0,207.0,65.0,10.14
25.7985,qwen2.5-coder:14b,resumo_texto,1,59.9,218.21,26248.7,0.0,207.0,65.0,10.14
26.911,qwen2.5-coder:14b,resumo_texto,1,56.5,218.21,26250.45,0.0,207.0,65.0,10.15
28.0332,qwen2.5-coder:14b,resumo_texto,1,56.2,218.21,26252.19,0.0,207.0,65.0,10.14
29.1562,qwen2.5-coder:14b,resumo_texto,1,58.4,218.21,26249.45,0.0,207.0,65.0,10.15
30.2851,qwen2.5-coder:14b,resumo_texto,1,65.6,218.21,26251.45,0.0,207.0,65.0,10.16
31.4013,qwen2.5-coder:14b,resumo_texto,1,69.2,218.21,26251.88,0.0,207.0,65.0,10.16
32.5339,qwen2.5-coder:14b,resumo_texto,1,68.8,218.21,26254.98,0.0,207.0,65.0,10.18
33.6597,qwen2.5-coder:14b,resumo_texto,1,65.0,218.21,26250.91,0.0,207.0,65.0,10.19
34.769,qwen2.5-coder:14b,resumo_texto,1,59.7,218.21,26251.82,0.0,207.0,65.0,10.17
35.8906,qwen2.5-coder:14b,resumo_texto,1,58.9,218.21,26241.0,0.0,207.0,65.0,10.18
37.0166,qwen2.5-coder:14b,resumo_texto,1,58.3,218.21,26251.88,0.0,207.0,65.0,10.18
38.1306,qwen2.5-coder:14b,resumo_texto,1,66.1,218.21,26275.03,0.0,207.0,65.0,10.18
0.0936,qwen2.5-coder:14b,resumo_texto,2,0.0,218.21,26273.21,0.0,207.0,65.0,10.18
1.1785,qwen2.5-coder:14b,resumo_texto,2,22.2,218.23,26275.62,0.0,207.0,65.0,10.2
2.2776,qwen2.5-coder:14b,resumo_texto,2,12.4,218.23,26279.81,0.0,207.0,65.0,10.18
3.3791,qwen2.5-coder:14b,resumo_texto,2,48.1,218.27,26314.15,0.0,207.0,65.0,10.11
4.4792,qwen2.5-coder:14b,resumo_texto,2,57.1,218.3,26312.28,0.0,207.0,65.0,10.13
5.5656,qwen2.5-coder:14b,resumo_texto,2,56.5,218.3,26312.14,0.0,207.0,65.0,10.14
6.6755,qwen2.5-coder:14b,resumo_texto,2,57.4,218.3,26314.35,0.0,207.0,65.0,10.17
7.782,qwen2.5-coder:14b,resumo_texto,2,61.1,218.3,26314.72,0.0,207.0,66.0,10.19
8.9207,qwen2.5-coder:14b,resumo_texto,2,61.5,218.31,26304.12,0.0,207.0,66.0,10.22
10.1822,qwen2.5-coder:14b,resumo_texto,2,63.0,218.31,26308.09,0.0,207.0,66.0,10.24
11.3109,qwen2.5-coder:14b,resumo_texto,2,64.1,218.31,26293.71,0.0,207.0,66.0,10.24
12.448,qwen2.5-coder:14b,resumo_texto,2,64.9,218.32,26294.65,0.0,207.0,66.0,10.24
13.5862,qwen2.5-coder:14b,resumo_texto,2,65.2,218.32,26282.3,0.0,207.0,66.0,10.22
14.7443,qwen2.5-coder:14b,resumo_texto,2,63.9,218.31,26275.84,0.0,207.0,65.0,10.21
15.8881,qwen2.5-coder:14b,resumo_texto,2,63.2,218.31,26277.48,0.0,207.0,65.0,10.22
17.0607,qwen2.5-coder:14b,resumo_texto,2,60.3,218.31,26258.02,0.0,207.0,65.0,10.22
18.1911,qwen2.5-coder:14b,resumo_texto,2,57.7,218.31,26260.47,0.0,207.0,65.0,10.23
19.3195,qwen2.5-coder:14b,resumo_texto,2,59.3,218.31,26269.12,0.0,207.0,66.0,10.22
20.466,qwen2.5-coder:14b,resumo_texto,2,60.8,218.31,26269.52,0.0,207.0,65.0,10.18
21.6073,qwen2.5-coder:14b,resumo_texto,2,61.6,218.31,26259.29,0.0,207.0,65.0,10.2
22.7489,qwen2.5-coder:14b,resumo_texto,2,68.1,218.31,26260.32,0.0,207.0,65.0,10.19
23.9044,qwen2.5-coder:14b,resumo_texto,2,66.7,218.31,26260.95,0.0,207.0,65.0,10.15
25.0616,qwen2.5-coder:14b,resumo_texto,2,68.7,218.31,26270.3,0.0,207.0,65.0,10.15
26.2054,qwen2.5-coder:14b,resumo_texto,2,68.6,218.37,26277.93,0.0,207.0,65.0,10.18
27.3599,qwen2.5-coder:14b,resumo_texto,2,70.3,218.39,26290.34,0.0,207.0,65.0,10.16
28.4968,qwen2.5-coder:14b,resumo_texto,2,62.0,218.39,26300.98,0.0,207.0,65.0,10.17
29.6367,qwen2.5-coder:14b,resumo_texto,2,62.2,218.39,26302.01,0.0,207.0,65.0,10.18
30.8109,qwen2.5-coder:14b,resumo_texto,2,58.8,218.39,26302.63,0.0,207.0,65.0,10.18
31.9707,qwen2.5-coder:14b,resumo_texto,2,60.3,218.39,26301.82,0.0,207.0,65.0,10.17
33.1063,qwen2.5-coder:14b,resumo_texto,2,63.0,218.39,26293.57,0.0,207.0,65.0,10.17
34.2556,qwen2.5-coder:14b,resumo_texto,2,60.7,218.39,26296.68,0.0,207.0,65.0,10.14
35.4044,qwen2.5-coder:14b,resumo_texto,2,60.9,218.39,26292.54,0.0,207.0,65.0,10.13
36.5445,qwen2.5-coder:14b,resumo_texto,2,62.0,218.39,26295.73,0.0,207.0,65.0,10.14
37.7168,qwen2.5-coder:14b,resumo_texto,2,58.3,218.39,26296.84,0.0,207.0,65.0,10.15
38.8616,qwen2.5-coder:14b,resumo_texto,2,56.7,218.39,26295.89,0.0,207.0,65.0,10.13
40.0064,qwen2.5-coder:14b,resumo_texto,2,58.9,218.39,26297.01,0.0,207.0,65.0,10.15
41.1566,qwen2.5-coder:14b,resumo_texto,2,60.6,218.39,26297.64,0.0,207.0,65.0,10.13
42.306,qwen2.5-coder:14b,resumo_texto,2,61.4,218.39,26295.8,0.0,207.0,65.0,10.13
43.4825,qwen2.5-coder:14b,resumo_texto,2,69.1,218.39,26312.16,0.0,207.0,65.0,10.13
0.1132,qwen2.5-coder:14b,resumo_texto,3,0.0,218.38,26309.74,0.0,207.0,65.0,10.13
1.1908,qwen2.5-coder:14b,resumo_texto,3,16.4,218.39,26305.65,0.0,207.0,64.0,10.13
2.284,qwen2.5-coder:14b,resumo_texto,3,11.0,218.39,26303.57,0.0,207.0,64.0,10.11
3.3928,qwen2.5-coder:14b,resumo_texto,3,45.4,218.39,26313.23,0.0,207.0,64.0,10.09
4.5008,qwen2.5-coder:14b,resumo_texto,3,57.9,218.39,26318.09,0.0,207.0,64.0,10.09
5.6753,qwen2.5-coder:14b,resumo_texto,3,61.7,218.39,26314.59,0.0,207.0,64.0,10.11
6.8752,qwen2.5-coder:14b,resumo_texto,3,62.2,218.39,26321.59,0.0,207.0,64.0,10.1
8.0848,qwen2.5-coder:14b,resumo_texto,3,62.6,218.39,26291.27,0.0,207.0,64.0,10.07
9.2729,qwen2.5-coder:14b,resumo_texto,3,69.8,218.39,26298.51,0.0,207.0,64.0,10.07
10.4573,qwen2.5-coder:14b,resumo_texto,3,72.3,218.39,26297.7,0.0,207.0,64.0,10.05
11.652,qwen2.5-coder:14b,resumo_texto,3,74.4,218.39,26297.29,0.0,207.0,64.0,10.07
12.8229,qwen2.5-coder:14b,resumo_texto,3,68.1,218.39,26301.7,0.0,207.0,64.0,10.06
14.0031,qwen2.5-coder:14b,resumo_texto,3,60.6,218.39,26295.88,0.0,207.0,64.0,10.06
15.1869,qwen2.5-coder:14b,resumo_texto,3,63.5,218.39,26300.93,0.0,207.0,64.0,10.05
16.3731,qwen2.5-coder:14b,resumo_texto,3,64.4,218.39,26299.84,0.0,207.0,64.0,10.04
17.5686,qwen2.5-coder:14b,resumo_texto,3,63.1,218.39,26299.62,0.0,207.0,64.0,10.05
18.7528,qwen2.5-coder:14b,resumo_texto,3,61.6,218.39,26293.88,0.0,207.0,64.0,10.02
19.9359,qwen2.5-coder:14b,resumo_texto,3,68.6,218.39,26293.8,0.0,207.0,64.0,10.01
21.1089,qwen2.5-coder:14b,resumo_texto,3,65.4,218.39,26295.09,0.0,207.0,64.0,10.01
22.2938,qwen2.5-coder:14b,resumo_texto,3,63.5,218.39,26299.06,0.0,207.0,64.0,10.01
23.4506,qwen2.5-coder:14b,resumo_texto,3,60.8,218.39,26301.38,0.0,207.0,63.0,10.0
24.6341,qwen2.5-coder:14b,resumo_texto,3,57.7,218.39,26300.96,0.0,207.0,63.0,10.0
25.8077,qwen2.5-coder:14b,resumo_texto,3,64.3,218.39,26292.73,0.0,207.0,64.0,9.97
26.9453,qwen2.5-coder:14b,resumo_texto,3,74.5,218.39,26304.23,0.0,207.0,63.0,9.97
28.1207,qwen2.5-coder:14b,resumo_texto,3,60.3,218.39,26298.89,0.0,207.0,63.0,9.99
29.2718,qwen2.5-coder:14b,resumo_texto,3,64.6,218.39,26300.18,0.0,207.0,63.0,9.98
30.3996,qwen2.5-coder:14b,resumo_texto,3,59.2,218.39,26287.73,0.0,207.0,63.0,9.99
31.5218,qwen2.5-coder:14b,resumo_texto,3,58.9,218.39,26288.66,0.0,207.0,64.0,10.01
32.6505,qwen2.5-coder:14b,resumo_texto,3,60.2,218.39,26286.91,0.0,207.0,64.0,10.01
33.7822,qwen2.5-coder:14b,resumo_texto,3,59.0,218.39,26287.42,0.0,207.0,64.0,10.01
34.9103,qwen2.5-coder:14b,resumo_texto,3,59.5,218.39,26281.92,0.0,207.0,64.0,10.02
36.0375,qwen2.5-coder:14b,resumo_texto,3,57.7,218.39,26282.98,0.0,207.0,64.0,10.02
37.1697,qwen2.5-coder:14b,resumo_texto,3,57.7,218.39,26264.09,0.0,207.0,64.0,10.04
38.3022,qwen2.5-coder:14b,resumo_texto,3,60.5,218.39,26271.9,0.0,207.0,64.0,10.06
39.4292,qwen2.5-coder:14b,resumo_texto,3,67.7,218.39,26272.02,0.0,207.0,64.0,10.07
40.5547,qwen2.5-coder:14b,resumo_texto,3,67.9,218.39,26268.2,0.0,207.0,64.0,10.08
41.6857,qwen2.5-coder:14b,resumo_texto,3,68.0,218.39,26274.57,0.0,207.0,65.0,10.09
42.8147,qwen2.5-coder:14b,resumo_texto,3,66.0,218.39,26277.39,0.0,207.0,65.0,10.11
43.942,qwen2.5-coder:14b,resumo_texto,3,59.8,218.39,26263.99,0.0,207.0,65.0,10.11
45.087,qwen2.5-coder:14b,resumo_texto,3,56.1,218.39,26273.98,0.0,207.0,65.0,10.11
46.2066,qwen2.5-coder:14b,resumo_texto,3,57.1,218.39,26275.15,0.0,207.0,65.0,10.11
0.0971,qwen2.5-coder:14b,geracao_codigo_simples,1,0.0,218.42,26299.04,0.0,207.0,66.0,10.24
1.1968,qwen2.5-coder:14b,geracao_codigo_simples,1,19.0,218.43,26295.55,0.0,207.0,66.0,10.26
2.3029,qwen2.5-coder:14b,geracao_codigo_simples,1,16.1,218.43,26296.7,0.0,207.0,65.0,10.21
3.4183,qwen2.5-coder:14b,geracao_codigo_simples,1,55.6,214.62,26307.95,0.0,207.0,65.0,10.18
4.5123,qwen2.5-coder:14b,geracao_codigo_simples,1,66.6,214.62,26156.84,0.0,207.0,65.0,10.18
5.6163,qwen2.5-coder:14b,geracao_codigo_simples,1,55.0,214.62,26162.79,0.0,207.0,66.0,10.23
6.7209,qwen2.5-coder:14b,geracao_codigo_simples,1,56.4,214.62,26158.11,0.0,207.0,66.0,10.24
7.82,qwen2.5-coder:14b,geracao_codigo_simples,1,57.5,214.62,26164.25,0.0,207.0,66.0,10.25
8.9491,qwen2.5-coder:14b,geracao_codigo_simples,1,60.5,214.62,26165.75,0.0,207.0,66.0,10.27
10.0828,qwen2.5-coder:14b,geracao_codigo_simples,1,64.9,214.62,26162.21,0.0,207.0,66.0,10.27
11.2333,qwen2.5-coder:14b,geracao_codigo_simples,1,70.1,214.62,26165.07,0.0,207.0,66.0,10.27
12.3597,qwen2.5-coder:14b,geracao_codigo_simples,1,68.2,214.62,26161.69,0.0,207.0,66.0,10.26
13.4943,qwen2.5-coder:14b,geracao_codigo_simples,1,66.9,214.62,26162.74,0.0,207.0,66.0,10.26
14.6364,qwen2.5-coder:14b,geracao_codigo_simples,1,66.4,214.62,26164.57,0.0,207.0,66.0,10.22
15.7643,qwen2.5-coder:14b,geracao_codigo_simples,1,59.3,214.62,26157.53,0.0,207.0,66.0,10.22
16.8849,qwen2.5-coder:14b,geracao_codigo_simples,1,61.3,214.62,26164.14,0.0,207.0,66.0,10.2
18.0424,qwen2.5-coder:14b,geracao_codigo_simples,1,61.6,214.62,26164.0,0.0,207.0,66.0,10.2
19.167,qwen2.5-coder:14b,geracao_codigo_simples,1,58.0,214.62,26164.81,0.0,207.0,66.0,10.22
20.2927,qwen2.5-coder:14b,geracao_codigo_simples,1,59.8,214.62,26158.18,0.0,207.0,65.0,10.18
21.424,qwen2.5-coder:14b,geracao_codigo_simples,1,69.0,214.62,26168.14,0.0,207.0,65.0,10.19
22.5554,qwen2.5-coder:14b,geracao_codigo_simples,1,62.2,214.62,26159.61,0.0,207.0,65.0,10.16
23.7084,qwen2.5-coder:14b,geracao_codigo_simples,1,62.6,214.62,26166.05,0.0,207.0,65.0,10.17
24.8564,qwen2.5-coder:14b,geracao_codigo_simples,1,61.2,214.62,26167.35,0.0,207.0,65.0,10.17
25.9953,qwen2.5-coder:14b,geracao_codigo_simples,1,59.5,214.62,26166.77,0.0,207.0,65.0,10.18
27.1378,qwen2.5-coder:14b,geracao_codigo_simples,1,61.0,214.62,26169.43,0.0,207.0,65.0,10.15
28.2761,qwen2.5-coder:14b,geracao_codigo_simples,1,62.5,214.62,26162.76,0.0,207.0,65.0,10.13
29.4279,qwen2.5-coder:14b,geracao_codigo_simples,1,65.6,214.62,26161.48,0.0,207.0,65.0,10.11
30.5744,qwen2.5-coder:14b,geracao_codigo_simples,1,64.1,214.62,26169.7,0.0,207.0,65.0,10.11
31.7542,qwen2.5-coder:14b,geracao_codigo_simples,1,74.8,214.62,26193.79,0.0,207.0,65.0,10.12
32.9149,qwen2.5-coder:14b,geracao_codigo_simples,1,62.7,214.62,26181.2,0.0,207.0,65.0,10.11
34.0778,qwen2.5-coder:14b,geracao_codigo_simples,1,61.3,214.62,26183.23,0.0,207.0,65.0,10.13
35.2203,qwen2.5-coder:14b,geracao_codigo_simples,1,63.7,214.62,26190.76,0.0,207.0,65.0,10.14
36.3824,qwen2.5-coder:14b,geracao_codigo_simples,1,61.1,214.62,26191.43,0.0,207.0,65.0,10.14
37.5295,qwen2.5-coder:14b,geracao_codigo_simples,1,62.1,214.62,26193.61,0.0,207.0,65.0,10.12
38.7153,qwen2.5-coder:14b,geracao_codigo_simples,1,59.8,214.62,26194.01,0.0,207.0,64.0,10.12
39.8782,qwen2.5-coder:14b,geracao_codigo_simples,1,61.4,214.62,26193.03,0.0,207.0,64.0,10.11
41.0522,qwen2.5-coder:14b,geracao_codigo_simples,1,70.1,214.62,26189.49,0.0,207.0,65.0,10.11
42.2516,qwen2.5-coder:14b,geracao_codigo_simples,1,73.4,214.62,26192.34,0.0,207.0,64.0,10.1
43.4035,qwen2.5-coder:14b,geracao_codigo_simples,1,69.8,214.62,26193.18,0.0,207.0,64.0,10.07
44.6128,qwen2.5-coder:14b,geracao_codigo_simples,1,62.8,214.62,26196.98,0.0,207.0,64.0,10.08
0.1399,qwen2.5-coder:14b,geracao_codigo_simples,2,0.0,214.63,26185.95,0.0,207.0,64.0,10.07
1.2252,qwen2.5-coder:14b,geracao_codigo_simples,2,19.2,214.64,26192.56,0.0,207.0,64.0,10.07
2.3105,qwen2.5-coder:14b,geracao_codigo_simples,2,9.3,214.64,26193.72,0.0,207.0,64.0,10.05
3.4089,qwen2.5-coder:14b,geracao_codigo_simples,2,43.6,214.64,26193.04,0.0,207.0,63.0,10.03
4.5102,qwen2.5-coder:14b,geracao_codigo_simples,2,57.9,214.64,26183.21,0.0,207.0,64.0,10.02
5.6467,qwen2.5-coder:14b,geracao_codigo_simples,2,60.9,214.64,26196.45,0.0,207.0,64.0,10.06
6.8049,qwen2.5-coder:14b,geracao_codigo_simples,2,62.9,214.64,26186.38,0.0,207.0,64.0,10.06
7.9667,qwen2.5-coder:14b,geracao_codigo_simples,2,60.6,214.64,26196.88,0.0,207.0,64.0,10.09
9.0947,qwen2.5-coder:14b,geracao_codigo_simples,2,60.1,214.64,26182.25,0.0,207.0,64.0,10.08
10.2161,qwen2.5-coder:14b,geracao_codigo_simples,2,61.6,214.64,26195.93,0.0,207.0,64.0,10.07
11.3504,qwen2.5-coder:14b,geracao_codigo_simples,2,61.1,214.64,26195.07,0.0,207.0,64.0,10.08
12.477,qwen2.5-coder:14b,geracao_codigo_simples,2,63.2,214.64,26204.35,0.0,207.0,64.0,10.1
13.5943,qwen2.5-coder:14b,geracao_codigo_simples,2,67.5,214.64,26203.57,0.0,207.0,64.0,10.1
14.7004,qwen2.5-coder:14b,geracao_codigo_simples,2,57.0,214.64,26201.81,0.0,207.0,64.0,10.1
15.8293,qwen2.5-coder:14b,geracao_codigo_simples,2,60.0,214.64,26200.21,0.0,207.0,64.0,10.13
16.9368,qwen2.5-coder:14b,geracao_codigo_simples,2,59.6,214.64,26181.5,0.0,207.0,65.0,10.15
18.0561,qwen2.5-coder:14b,geracao_codigo_simples,2,59.1,214.64,26183.38,0.0,207.0,65.0,10.14
